x,z,t,T,x_norm,z_norm,t_norm,T_norm
1.0,0.0,0.0,20.0,0.3333333333333333,0.0,0.0,0.0
1.0,0.0,5.01,20.0,0.3333333333333333,0.0,0.00835,0.0
1.0,0.0,10.0,20.2,0.3333333333333333,0.0,0.016666666666666666,0.000366300366300365
1.0,0.0,15.0,20.5,0.3333333333333333,0.0,0.025,0.0009157509157509158
1.0,0.0,20.0,20.9,0.3333333333333333,0.0,0.03333333333333333,0.0016483516483516457
1.0,0.0,25.0,21.6,0.3333333333333333,0.0,0.041666666666666664,0.002930402930402933
1.0,0.0,30.0,22.0,0.3333333333333333,0.0,0.05,0.003663003663003663
1.0,0.0,35.0,22.4,0.3333333333333333,0.0,0.058333333333333334,0.004395604395604393
1.0,0.0,40.0,22.6,0.3333333333333333,0.0,0.06666666666666667,0.004761904761904765
1.0,0.0,45.0,22.9,0.3333333333333333,0.0,0.075,0.005311355311355309
1.0,0.0,50.0,23.4,0.3333333333333333,0.0,0.08333333333333333,0.006227106227106225
1.0,0.0,55.0,24.5,0.3333333333333333,0.0,0.09166666666666666,0.008241758241758242
1.0,0.0,60.0,25.3,0.3333333333333333,0.0,0.1,0.009706959706959709
1.0,0.0,65.0,25.5,0.3333333333333333,0.0,0.10833333333333334,0.010073260073260074
1.0,0.0,70.0,25.6,0.3333333333333333,0.0,0.11666666666666667,0.01025641025641026
1.0,0.0,75.0,25.9,0.3333333333333333,0.0,0.125,0.010805860805860804
1.0,0.0,80.0,26.0,0.3333333333333333,0.0,0.13333333333333333,0.01098901098901099
1.0,0.0,85.0,26.5,0.3333333333333333,0.0,0.14166666666666666,0.011904761904761904
1.0,0.0,90.0,26.7,0.3333333333333333,0.0,0.15,0.012271062271062269
1.0,0.0,95.0,26.8,0.3333333333333333,0.0,0.15833333333333333,0.012454212454212455
1.0,0.0,100.0,27.1,0.3333333333333333,0.0,0.16666666666666666,0.013003663003663006
1.0,0.0,105.0,27.5,0.3333333333333333,0.0,0.175,0.013736263736263736
1.0,0.0,110.0,27.6,0.3333333333333333,0.0,0.18333333333333332,0.013919413919413922
1.0,0.0,115.0,27.8,0.3333333333333333,0.0,0.19166666666666668,0.014285714285714287
1.0,0.0,120.0,27.9,0.3333333333333333,0.0,0.2,0.014468864468864466
1.0,0.0,125.0,28.2,0.3333333333333333,0.0,0.20833333333333334,0.015018315018315017
1.0,0.0,130.0,28.7,0.3333333333333333,0.0,0.21666666666666667,0.015934065934065933
1.0,0.0,135.0,28.8,0.3333333333333333,0.0,0.225,0.01611721611721612
1.0,0.0,140.0,29.2,0.3333333333333333,0.0,0.23333333333333334,0.01684981684981685
1.0,0.0,145.0,29.4,0.3333333333333333,0.0,0.24166666666666667,0.017216117216117214
1.0,0.0,150.0,29.3,0.3333333333333333,0.0,0.25,0.017032967032967035
1.0,0.0,155.0,29.5,0.3333333333333333,0.0,0.25833333333333336,0.0173992673992674
1.0,0.0,160.0,29.7,0.3333333333333333,0.0,0.26666666666666666,0.017765567765567765
1.0,0.0,165.0,30.1,0.3333333333333333,0.0,0.275,0.018498168498168502
1.0,0.0,170.0,30.3,0.3333333333333333,0.0,0.2833333333333333,0.018864468864468867
1.0,0.0,175.0,30.3,0.3333333333333333,0.0,0.2916666666666667,0.018864468864468867
1.0,0.0,180.0,30.8,0.3333333333333333,0.0,0.3,0.019780219780219783
1.0,0.0,185.0,31.2,0.3333333333333333,0.0,0.30833333333333335,0.020512820512820513
1.0,0.0,190.0,31.7,0.3333333333333333,0.0,0.31666666666666665,0.02142857142857143
1.0,0.0,195.0,32.1,0.3333333333333333,0.0,0.325,0.022161172161172162
1.0,0.0,200.0,32.2,0.3333333333333333,0.0,0.3333333333333333,0.022344322344322348
1.0,0.0,205.0,33.4,0.3333333333333333,0.0,0.3416666666666667,0.024542124542124538
1.0,0.0,210.0,33.2,0.3333333333333333,0.0,0.35,0.02417582417582418
1.0,0.0,215.0,33.6,0.3333333333333333,0.0,0.35833333333333334,0.02490842490842491
1.0,0.0,220.0,34.0,0.3333333333333333,0.0,0.36666666666666664,0.02564102564102564
1.0,0.0,225.0,34.5,0.3333333333333333,0.0,0.375,0.026556776556776556
1.0,0.0,230.0,34.8,0.3333333333333333,0.0,0.38333333333333336,0.0271062271062271
1.0,0.0,235.0,35.4,0.3333333333333333,0.0,0.39166666666666666,0.028205128205128202
1.0,0.0,240.0,35.4,0.3333333333333333,0.0,0.4,0.028205128205128202
1.0,0.0,245.0,35.9,0.3333333333333333,0.0,0.4083333333333333,0.029120879120879118
1.0,0.0,250.0,35.7,0.3333333333333333,0.0,0.4166666666666667,0.02875457875457876
1.0,0.0,255.0,35.6,0.3333333333333333,0.0,0.425,0.028571428571428574
1.0,0.0,260.0,34.9,0.3333333333333333,0.0,0.43333333333333335,0.027289377289377286
1.0,0.0,265.0,34.1,0.3333333333333333,0.0,0.44166666666666665,0.025824175824175826
1.0,0.0,270.0,33.3,0.3333333333333333,0.0,0.45,0.024358974358974352
1.0,0.0,275.0,32.6,0.3333333333333333,0.0,0.4583333333333333,0.023076923076923078
1.0,0.0,280.0,32.3,0.3333333333333333,0.0,0.4666666666666667,0.022527472527472524
1.0,0.0,285.0,31.8,0.3333333333333333,0.0,0.475,0.021611721611721615
1.0,0.0,290.0,31.7,0.3333333333333333,0.0,0.48333333333333334,0.02142857142857143
1.0,0.0,295.0,31.6,0.3333333333333333,0.0,0.49166666666666664,0.02124542124542125
1.0,0.0,300.0,31.3,0.3333333333333333,0.0,0.5,0.0206959706959707
1.0,0.0,305.0,31.1,0.3333333333333333,0.0,0.5083333333333333,0.020329670329670334
1.0,0.0,310.0,31.1,0.3333333333333333,0.0,0.5166666666666667,0.020329670329670334
1.0,0.0,315.0,30.8,0.3333333333333333,0.0,0.525,0.019780219780219783
1.0,0.0,320.0,30.4,0.3333333333333333,0.0,0.5333333333333333,0.019047619047619046
1.0,0.0,325.0,30.0,0.3333333333333333,0.0,0.5416666666666666,0.018315018315018316
1.0,0.0,330.0,29.5,0.3333333333333333,0.0,0.55,0.0173992673992674
1.0,0.0,335.0,29.0,0.3333333333333333,0.0,0.5583333333333333,0.016483516483516484
1.0,0.0,340.0,28.5,0.3333333333333333,0.0,0.5666666666666667,0.015567765567765568
1.0,0.0,345.0,28.0,0.3333333333333333,0.0,0.575,0.014652014652014652
1.0,0.0,350.0,27.5,0.3333333333333333,0.0,0.5833333333333334,0.013736263736263736
1.0,0.0,355.0,27.4,0.3333333333333333,0.0,0.5916666666666667,0.01355311355311355
1.0,0.0,360.0,27.1,0.3333333333333333,0.0,0.6,0.013003663003663006
1.0,0.0,365.0,26.7,0.3333333333333333,0.0,0.6083333333333333,0.012271062271062269
1.0,0.0,370.0,26.6,0.3333333333333333,0.0,0.6166666666666667,0.01208791208791209
1.0,0.0,375.0,26.4,0.3333333333333333,0.0,0.625,0.01172161172161172
1.0,0.0,380.0,26.4,0.3333333333333333,0.0,0.6333333333333333,0.01172161172161172
1.0,0.0,385.0,26.2,0.3333333333333333,0.0,0.6416666666666667,0.011355311355311355
1.0,0.0,390.0,26.2,0.3333333333333333,0.0,0.65,0.011355311355311355
1.0,0.0,395.0,26.2,0.3333333333333333,0.0,0.6583333333333333,0.011355311355311355
1.0,0.0,400.0,26.1,0.3333333333333333,0.0,0.6666666666666666,0.011172161172161174
1.0,0.0,405.0,25.9,0.3333333333333333,0.0,0.675,0.010805860805860804
1.0,0.0,410.0,26.0,0.3333333333333333,0.0,0.6833333333333333,0.01098901098901099
1.0,0.0,415.0,25.8,0.3333333333333333,0.0,0.6916666666666667,0.010622710622710625
1.0,0.0,420.0,25.8,0.3333333333333333,0.0,0.7,0.010622710622710625
1.0,0.0,425.0,25.8,0.3333333333333333,0.0,0.7083333333333334,0.010622710622710625
1.0,0.0,430.0,25.6,0.3333333333333333,0.0,0.7166666666666667,0.01025641025641026
1.0,0.0,435.0,25.5,0.3333333333333333,0.0,0.725,0.010073260073260074
1.0,0.0,440.0,25.2,0.3333333333333333,0.0,0.7333333333333333,0.009523809523809523
1.0,0.0,445.0,25.3,0.3333333333333333,0.0,0.7416666666666667,0.009706959706959709
1.0,0.0,450.0,25.1,0.3333333333333333,0.0,0.75,0.009340659340659344
1.0,0.0,455.0,25.1,0.3333333333333333,0.0,0.7583333333333333,0.009340659340659344
1.0,0.0,460.0,24.9,0.3333333333333333,0.0,0.7666666666666667,0.008974358974358972
1.0,0.0,465.0,25.0,0.3333333333333333,0.0,0.775,0.009157509157509158
1.0,0.0,470.0,25.0,0.3333333333333333,0.0,0.7833333333333333,0.009157509157509158
1.0,0.0,475.0,25.0,0.3333333333333333,0.0,0.7916666666666666,0.009157509157509158
1.0,0.0,480.0,24.8,0.3333333333333333,0.0,0.8,0.008791208791208793
1.0,0.0,485.0,24.6,0.3333333333333333,0.0,0.8083333333333333,0.008424908424908428
1.0,0.0,490.0,24.6,0.3333333333333333,0.0,0.8166666666666667,0.008424908424908428
1.0,0.0,495.0,24.5,0.3333333333333333,0.0,0.825,0.008241758241758242
1.0,0.0,500.0,24.5,0.3333333333333333,0.0,0.8333333333333334,0.008241758241758242
1.0,0.0,505.0,24.3,0.3333333333333333,0.0,0.8416666666666667,0.007875457875457877
1.0,0.0,510.0,24.4,0.3333333333333333,0.0,0.85,0.008058608058608056
1.0,0.0,515.0,24.4,0.3333333333333333,0.0,0.8583333333333333,0.008058608058608056
1.0,0.0,520.0,24.4,0.3333333333333333,0.0,0.8666666666666667,0.008058608058608056
1.0,0.0,525.0,24.3,0.3333333333333333,0.0,0.875,0.007875457875457877
1.0,0.0,530.0,24.2,0.3333333333333333,0.0,0.8833333333333333,0.007692307692307691
1.0,0.0,535.0,24.1,0.3333333333333333,0.0,0.8916666666666667,0.007509157509157512
1.0,0.0,540.0,24.1,0.3333333333333333,0.0,0.9,0.007509157509157512
1.0,0.0,545.0,24.2,0.3333333333333333,0.0,0.9083333333333333,0.007692307692307691
1.0,0.0,550.0,24.1,0.3333333333333333,0.0,0.9166666666666666,0.007509157509157512
1.0,0.0,555.0,24.0,0.3333333333333333,0.0,0.925,0.007326007326007326
1.0,0.0,560.0,23.9,0.3333333333333333,0.0,0.9333333333333333,0.00714285714285714
1.0,0.0,565.0,23.8,0.3333333333333333,0.0,0.9416666666666667,0.006959706959706961
1.0,0.0,570.0,23.8,0.3333333333333333,0.0,0.95,0.006959706959706961
1.0,0.0,575.0,24.1,0.3333333333333333,0.0,0.9583333333333334,0.007509157509157512
1.0,0.0,580.0,24.0,0.3333333333333333,0.0,0.9666666666666667,0.007326007326007326
1.0,0.0,585.0,23.7,0.3333333333333333,0.0,0.975,0.006776556776556775
1.0,0.0,590.0,23.7,0.3333333333333333,0.0,0.9833333333333333,0.006776556776556775
1.0,0.0,595.0,23.8,0.3333333333333333,0.0,0.9916666666666667,0.006959706959706961
1.0,0.0,600.0,23.6,0.3333333333333333,0.0,1.0,0.006593406593406596
1.0,1.0,0.0,20.0,0.3333333333333333,0.5,0.0,0.0
1.0,1.0,5.01,20.0,0.3333333333333333,0.5,0.00835,0.0
1.0,1.0,10.0,20.2,0.3333333333333333,0.5,0.016666666666666666,0.000366300366300365
1.0,1.0,15.0,25.5,0.3333333333333333,0.5,0.025,0.010073260073260074
1.0,1.0,20.0,24.4,0.3333333333333333,0.5,0.03333333333333333,0.008058608058608056
1.0,1.0,25.0,23.7,0.3333333333333333,0.5,0.041666666666666664,0.006776556776556775
1.0,1.0,30.0,23.6,0.3333333333333333,0.5,0.05,0.006593406593406596
1.0,1.0,35.0,24.4,0.3333333333333333,0.5,0.058333333333333334,0.008058608058608056
1.0,1.0,40.0,25.5,0.3333333333333333,0.5,0.06666666666666667,0.010073260073260074
1.0,1.0,45.0,25.8,0.3333333333333333,0.5,0.075,0.010622710622710625
1.0,1.0,50.0,28.5,0.3333333333333333,0.5,0.08333333333333333,0.015567765567765568
1.0,1.0,55.0,34.5,0.3333333333333333,0.5,0.09166666666666666,0.026556776556776556
1.0,1.0,60.0,33.6,0.3333333333333333,0.5,0.1,0.02490842490842491
1.0,1.0,65.0,34.7,0.3333333333333333,0.5,0.10833333333333334,0.026923076923076928
1.0,1.0,70.0,38.0,0.3333333333333333,0.5,0.11666666666666667,0.03296703296703297
1.0,1.0,75.0,38.9,0.3333333333333333,0.5,0.125,0.03461538461538461
1.0,1.0,80.0,38.4,0.3333333333333333,0.5,0.13333333333333333,0.0336996336996337
1.0,1.0,85.0,40.7,0.3333333333333333,0.5,0.14166666666666666,0.037912087912087916
1.0,1.0,90.0,47.9,0.3333333333333333,0.5,0.15,0.0510989010989011
1.0,1.0,95.0,45.9,0.3333333333333333,0.5,0.15833333333333333,0.047435897435897434
1.0,1.0,100.0,46.3,0.3333333333333333,0.5,0.16666666666666666,0.048168498168498164
1.0,1.0,105.0,46.3,0.3333333333333333,0.5,0.175,0.048168498168498164
1.0,1.0,110.0,45.7,0.3333333333333333,0.5,0.18333333333333332,0.047069597069597076
1.0,1.0,115.0,45.5,0.3333333333333333,0.5,0.19166666666666668,0.046703296703296704
1.0,1.0,120.0,43.3,0.3333333333333333,0.5,0.2,0.04267399267399267
1.0,1.0,125.0,45.0,0.3333333333333333,0.5,0.20833333333333334,0.045787545787545784
1.0,1.0,130.0,48.5,0.3333333333333333,0.5,0.21666666666666667,0.0521978021978022
1.0,1.0,135.0,50.5,0.3333333333333333,0.5,0.225,0.055860805860805864
1.0,1.0,140.0,52.4,0.3333333333333333,0.5,0.23333333333333334,0.05934065934065934
1.0,1.0,145.0,52.5,0.3333333333333333,0.5,0.24166666666666667,0.05952380952380952
1.0,1.0,150.0,52.3,0.3333333333333333,0.5,0.25,0.059157509157509156
1.0,1.0,155.0,57.0,0.3333333333333333,0.5,0.25833333333333336,0.06776556776556776
1.0,1.0,160.0,55.0,0.3333333333333333,0.5,0.26666666666666666,0.0641025641025641
1.0,1.0,165.0,53.9,0.3333333333333333,0.5,0.275,0.06208791208791208
1.0,1.0,170.0,55.9,0.3333333333333333,0.5,0.2833333333333333,0.06575091575091575
1.0,1.0,175.0,65.6,0.3333333333333333,0.5,0.2916666666666667,0.08351648351648351
1.0,1.0,180.0,79.1,0.3333333333333333,0.5,0.3,0.10824175824175823
1.0,1.0,185.0,67.7,0.3333333333333333,0.5,0.30833333333333335,0.08736263736263737
1.0,1.0,190.0,68.9,0.3333333333333333,0.5,0.31666666666666665,0.08956043956043958
1.0,1.0,195.0,65.8,0.3333333333333333,0.5,0.325,0.08388278388278388
1.0,1.0,200.0,65.4,0.3333333333333333,0.5,0.3333333333333333,0.08315018315018316
1.0,1.0,205.0,65.9,0.3333333333333333,0.5,0.3416666666666667,0.08406593406593407
1.0,1.0,210.0,66.0,0.3333333333333333,0.5,0.35,0.08424908424908426
1.0,1.0,215.0,65.2,0.3333333333333333,0.5,0.35833333333333334,0.0827838827838828
1.0,1.0,220.0,71.1,0.3333333333333333,0.5,0.36666666666666664,0.09358974358974358
1.0,1.0,225.0,71.4,0.3333333333333333,0.5,0.375,0.09413919413919415
1.0,1.0,230.0,73.3,0.3333333333333333,0.5,0.38333333333333336,0.09761904761904762
1.0,1.0,235.0,69.3,0.3333333333333333,0.5,0.39166666666666666,0.09029304029304029
1.0,1.0,240.0,76.5,0.3333333333333333,0.5,0.4,0.10347985347985347
1.0,1.0,245.0,80.6,0.3333333333333333,0.5,0.4083333333333333,0.11098901098901098
1.0,1.0,250.0,76.2,0.3333333333333333,0.5,0.4166666666666667,0.10293040293040294
1.0,1.0,255.0,75.0,0.3333333333333333,0.5,0.425,0.10073260073260074
1.0,1.0,260.0,70.5,0.3333333333333333,0.5,0.43333333333333335,0.0924908424908425
1.0,1.0,265.0,65.0,0.3333333333333333,0.5,0.44166666666666665,0.08241758241758242
1.0,1.0,270.0,66.0,0.3333333333333333,0.5,0.45,0.08424908424908426
1.0,1.0,275.0,74.5,0.3333333333333333,0.5,0.4583333333333333,0.09981684981684982
1.0,1.0,280.0,65.2,0.3333333333333333,0.5,0.4666666666666667,0.0827838827838828
1.0,1.0,285.0,57.7,0.3333333333333333,0.5,0.475,0.06904761904761905
1.0,1.0,290.0,60.1,0.3333333333333333,0.5,0.48333333333333334,0.07344322344322345
1.0,1.0,295.0,61.2,0.3333333333333333,0.5,0.49166666666666664,0.07545787545787547
1.0,1.0,300.0,61.3,0.3333333333333333,0.5,0.5,0.07564102564102564
1.0,1.0,305.0,52.1,0.3333333333333333,0.5,0.5083333333333333,0.05879120879120879
1.0,1.0,310.0,48.7,0.3333333333333333,0.5,0.5166666666666667,0.05256410256410257
1.0,1.0,315.0,47.6,0.3333333333333333,0.5,0.525,0.05054945054945055
1.0,1.0,320.0,45.7,0.3333333333333333,0.5,0.5333333333333333,0.047069597069597076
1.0,1.0,325.0,46.7,0.3333333333333333,0.5,0.5416666666666666,0.04890109890109891
1.0,1.0,330.0,46.1,0.3333333333333333,0.5,0.55,0.047802197802197806
1.0,1.0,335.0,40.7,0.3333333333333333,0.5,0.5583333333333333,0.037912087912087916
1.0,1.0,340.0,36.6,0.3333333333333333,0.5,0.5666666666666667,0.030402930402930406
1.0,1.0,345.0,36.2,0.3333333333333333,0.5,0.575,0.029670329670329676
1.0,1.0,350.0,40.5,0.3333333333333333,0.5,0.5833333333333334,0.037545787545787544
1.0,1.0,355.0,39.0,0.3333333333333333,0.5,0.5916666666666667,0.0347985347985348
1.0,1.0,360.0,36.7,0.3333333333333333,0.5,0.6,0.030586080586080592
1.0,1.0,365.0,33.4,0.3333333333333333,0.5,0.6083333333333333,0.024542124542124538
1.0,1.0,370.0,32.3,0.3333333333333333,0.5,0.6166666666666667,0.022527472527472524
1.0,1.0,375.0,34.4,0.3333333333333333,0.5,0.625,0.02637362637362637
1.0,1.0,380.0,36.2,0.3333333333333333,0.5,0.6333333333333333,0.029670329670329676
1.0,1.0,385.0,36.5,0.3333333333333333,0.5,0.6416666666666667,0.03021978021978022
1.0,1.0,390.0,38.5,0.3333333333333333,0.5,0.65,0.03388278388278388
1.0,1.0,395.0,36.7,0.3333333333333333,0.5,0.6583333333333333,0.030586080586080592
1.0,1.0,400.0,36.4,0.3333333333333333,0.5,0.6666666666666666,0.030036630036630034
1.0,1.0,405.0,35.1,0.3333333333333333,0.5,0.675,0.027655677655677658
1.0,1.0,410.0,34.6,0.3333333333333333,0.5,0.6833333333333333,0.026739926739926742
1.0,1.0,415.0,35.4,0.3333333333333333,0.5,0.6916666666666667,0.028205128205128202
1.0,1.0,420.0,33.9,0.3333333333333333,0.5,0.7,0.025457875457875454
1.0,1.0,425.0,36.4,0.3333333333333333,0.5,0.7083333333333334,0.030036630036630034
1.0,1.0,430.0,37.4,0.3333333333333333,0.5,0.7166666666666667,0.031868131868131866
1.0,1.0,435.0,35.5,0.3333333333333333,0.5,0.725,0.028388278388278388
1.0,1.0,440.0,35.4,0.3333333333333333,0.5,0.7333333333333333,0.028205128205128202
1.0,1.0,445.0,33.6,0.3333333333333333,0.5,0.7416666666666667,0.02490842490842491
1.0,1.0,450.0,34.3,0.3333333333333333,0.5,0.75,0.026190476190476184
1.0,1.0,455.0,35.2,0.3333333333333333,0.5,0.7583333333333333,0.027838827838827844
1.0,1.0,460.0,32.0,0.3333333333333333,0.5,0.7666666666666667,0.02197802197802198
1.0,1.0,465.0,34.1,0.3333333333333333,0.5,0.775,0.025824175824175826
1.0,1.0,470.0,38.0,0.3333333333333333,0.5,0.7833333333333333,0.03296703296703297
1.0,1.0,475.0,39.1,0.3333333333333333,0.5,0.7916666666666666,0.03498168498168498
1.0,1.0,480.0,37.7,0.3333333333333333,0.5,0.8,0.03241758241758242
1.0,1.0,485.0,35.9,0.3333333333333333,0.5,0.8083333333333333,0.029120879120879118
1.0,1.0,490.0,35.3,0.3333333333333333,0.5,0.8166666666666667,0.028021978021978016
1.0,1.0,495.0,34.8,0.3333333333333333,0.5,0.825,0.0271062271062271
1.0,1.0,500.0,32.7,0.3333333333333333,0.5,0.8333333333333334,0.023260073260073264
1.0,1.0,505.0,30.7,0.3333333333333333,0.5,0.8416666666666667,0.019597069597069597
1.0,1.0,510.0,31.2,0.3333333333333333,0.5,0.85,0.020512820512820513
1.0,1.0,515.0,30.9,0.3333333333333333,0.5,0.8583333333333333,0.019963369963369962
1.0,1.0,520.0,29.7,0.3333333333333333,0.5,0.8666666666666667,0.017765567765567765
1.0,1.0,525.0,29.8,0.3333333333333333,0.5,0.875,0.01794871794871795
1.0,1.0,530.0,30.8,0.3333333333333333,0.5,0.8833333333333333,0.019780219780219783
1.0,1.0,535.0,31.5,0.3333333333333333,0.5,0.8916666666666667,0.021062271062271064
1.0,1.0,540.0,32.9,0.3333333333333333,0.5,0.9,0.023626373626373622
1.0,1.0,545.0,31.7,0.3333333333333333,0.5,0.9083333333333333,0.02142857142857143
1.0,1.0,550.0,32.1,0.3333333333333333,0.5,0.9166666666666666,0.022161172161172162
1.0,1.0,555.0,30.7,0.3333333333333333,0.5,0.925,0.019597069597069597
1.0,1.0,560.0,31.3,0.3333333333333333,0.5,0.9333333333333333,0.0206959706959707
1.0,1.0,565.0,32.3,0.3333333333333333,0.5,0.9416666666666667,0.022527472527472524
1.0,1.0,570.0,30.9,0.3333333333333333,0.5,0.95,0.019963369963369962
1.0,1.0,575.0,29.7,0.3333333333333333,0.5,0.9583333333333334,0.017765567765567765
1.0,1.0,580.0,29.5,0.3333333333333333,0.5,0.9666666666666667,0.0173992673992674
1.0,1.0,585.0,30.0,0.3333333333333333,0.5,0.975,0.018315018315018316
1.0,1.0,590.0,30.3,0.3333333333333333,0.5,0.9833333333333333,0.018864468864468867
1.0,1.0,595.0,30.2,0.3333333333333333,0.5,0.9916666666666667,0.01868131868131868
1.0,1.0,600.0,29.6,0.3333333333333333,0.5,1.0,0.017582417582417586
1.0,2.0,0.0,20.0,0.3333333333333333,1.0,0.0,0.0
1.0,2.0,5.01,20.0,0.3333333333333333,1.0,0.00835,0.0
1.0,2.0,10.0,21.3,0.3333333333333333,1.0,0.016666666666666666,0.0023809523809523825
1.0,2.0,15.0,61.4,0.3333333333333333,1.0,0.025,0.07582417582417582
1.0,2.0,20.0,120.0,0.3333333333333333,1.0,0.03333333333333333,0.18315018315018314
1.0,2.0,25.0,189.0,0.3333333333333333,1.0,0.041666666666666664,0.30952380952380953
1.0,2.0,30.0,243.0,0.3333333333333333,1.0,0.05,0.4084249084249084
1.0,2.0,35.0,270.0,0.3333333333333333,1.0,0.058333333333333334,0.45787545787545786
1.0,2.0,40.0,298.0,0.3333333333333333,1.0,0.06666666666666667,0.5091575091575091
1.0,2.0,45.0,315.0,0.3333333333333333,1.0,0.075,0.5402930402930403
1.0,2.0,50.0,335.0,0.3333333333333333,1.0,0.08333333333333333,0.5769230769230769
1.0,2.0,55.0,380.0,0.3333333333333333,1.0,0.09166666666666666,0.6593406593406593
1.0,2.0,60.0,395.0,0.3333333333333333,1.0,0.1,0.6868131868131868
1.0,2.0,65.0,398.0,0.3333333333333333,1.0,0.10833333333333334,0.6923076923076923
1.0,2.0,70.0,398.0,0.3333333333333333,1.0,0.11666666666666667,0.6923076923076923
1.0,2.0,75.0,403.0,0.3333333333333333,1.0,0.125,0.7014652014652014
1.0,2.0,80.0,408.0,0.3333333333333333,1.0,0.13333333333333333,0.7106227106227107
1.0,2.0,85.0,408.0,0.3333333333333333,1.0,0.14166666666666666,0.7106227106227107
1.0,2.0,90.0,418.0,0.3333333333333333,1.0,0.15,0.7289377289377289
1.0,2.0,95.0,413.0,0.3333333333333333,1.0,0.15833333333333333,0.7197802197802198
1.0,2.0,100.0,418.0,0.3333333333333333,1.0,0.16666666666666666,0.7289377289377289
1.0,2.0,105.0,413.0,0.3333333333333333,1.0,0.175,0.7197802197802198
1.0,2.0,110.0,421.0,0.3333333333333333,1.0,0.18333333333333332,0.7344322344322345
1.0,2.0,115.0,431.0,0.3333333333333333,1.0,0.19166666666666668,0.7527472527472527
1.0,2.0,120.0,439.0,0.3333333333333333,1.0,0.2,0.7673992673992674
1.0,2.0,125.0,439.0,0.3333333333333333,1.0,0.20833333333333334,0.7673992673992674
1.0,2.0,130.0,440.0,0.3333333333333333,1.0,0.21666666666666667,0.7692307692307693
1.0,2.0,135.0,456.0,0.3333333333333333,1.0,0.225,0.7985347985347986
1.0,2.0,140.0,454.0,0.3333333333333333,1.0,0.23333333333333334,0.7948717948717948
